group,ligand_id,system,mode,affinity_kcal_mol,rmsd_lb,rmsd_ub,min_distance_to_key_residues_A,n_contacted_key_residues_4A,contacted_key_residues_4A,n_near_key_residues_6A,near_key_residues_6A,n_contacted_chains_4A,n_near_chains_6A,composite_score,pose_file
candidate,12.1,40chol,10,-4.571,2.668,3.989,2.013,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.567,C:\TRKB_WP2\docking\results_batch\40chol\12.1_40chol_out.pdbqt
candidate,12.2,40chol,3,-5.321,2.903,6.408,2.832,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.071,C:\TRKB_WP2\docking\results_batch\40chol\12.2_40chol_out.pdbqt
candidate,13.1,40chol,6,-5.24,1.969,2.303,2.679,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.036,C:\TRKB_WP2\docking\results_batch\40chol\13.1_40chol_out.pdbqt
candidate,13.2,40chol,10,-4.76,2.362,4.757,2.903,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.489,C:\TRKB_WP2\docking\results_batch\40chol\13.2_40chol_out.pdbqt
candidate,13.3,40chol,3,-5.398,3.055,4.497,2.53,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.239,C:\TRKB_WP2\docking\results_batch\40chol\13.3_40chol_out.pdbqt
candidate,13.4,40chol,10,-5.116,2.393,3.677,2.872,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.854,C:\TRKB_WP2\docking\results_batch\40chol\13.4_40chol_out.pdbqt
candidate,14.1,40chol,8,-5.076,3.285,7.01,2.378,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.363,C:\TRKB_WP2\docking\results_batch\40chol\14.1_40chol_out.pdbqt
candidate,14.2,40chol,3,-5.643,2.152,4.395,2.59,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.466,C:\TRKB_WP2\docking\results_batch\40chol\14.2_40chol_out.pdbqt
candidate,14.3,40chol,6,-5.244,17.072,19.29,2.599,2,SER20_chainA;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.264,C:\TRKB_WP2\docking\results_batch\40chol\14.3_40chol_out.pdbqt
candidate,14.4,40chol,2,-5.298,3.362,6.233,1.856,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,2,2,15.741,C:\TRKB_WP2\docking\results_batch\40chol\14.4_40chol_out.pdbqt
candidate,15.1,40chol,9,-4.464,3.297,5.117,2.393,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.346,C:\TRKB_WP2\docking\results_batch\40chol\15.1_40chol_out.pdbqt
candidate,15.2,40chol,9,-5.004,1.372,2.103,2.724,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.787,C:\TRKB_WP2\docking\results_batch\40chol\15.2_40chol_out.pdbqt
candidate,16.1,40chol,7,-4.936,13.65,15.129,1.916,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.961,C:\TRKB_WP2\docking\results_batch\40chol\16.1_40chol_out.pdbqt
candidate,16.2,40chol,1,-5.443,0.0,0.0,2.662,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.644,C:\TRKB_WP2\docking\results_batch\40chol\16.2_40chol_out.pdbqt
candidate,16.3,40chol,2,-5.309,2.388,5.502,2.723,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.092,C:\TRKB_WP2\docking\results_batch\40chol\16.3_40chol_out.pdbqt
candidate,16.4,40chol,6,-5.132,3.006,5.71,2.458,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.995,C:\TRKB_WP2\docking\results_batch\40chol\16.4_40chol_out.pdbqt
candidate,17.1,40chol,4,-5.984,1.576,3.005,2.842,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.731,C:\TRKB_WP2\docking\results_batch\40chol\17.1_40chol_out.pdbqt
candidate,17.2,40chol,2,-5.785,1.618,2.186,2.599,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.605,C:\TRKB_WP2\docking\results_batch\40chol\17.2_40chol_out.pdbqt
candidate,17.3,40chol,8,-5.286,2.833,5.688,2.424,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.159,C:\TRKB_WP2\docking\results_batch\40chol\17.3_40chol_out.pdbqt
candidate,17.4,40chol,8,-5.147,3.243,6.41,2.633,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.957,C:\TRKB_WP2\docking\results_batch\40chol\17.4_40chol_out.pdbqt
candidate,18.1,40chol,4,-5.06,3.223,5.746,2.491,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.313,C:\TRKB_WP2\docking\results_batch\40chol\18.1_40chol_out.pdbqt
candidate,18.2,40chol,7,-5.716,3.003,4.294,1.708,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.804,C:\TRKB_WP2\docking\results_batch\40chol\18.2_40chol_out.pdbqt
candidate,18.3,40chol,4,-4.991,3.356,5.694,2.699,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,2,2,15.181,C:\TRKB_WP2\docking\results_batch\40chol\18.3_40chol_out.pdbqt
candidate,18.4,40chol,9,-4.823,3.347,6.066,2.68,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.619,C:\TRKB_WP2\docking\results_batch\40chol\18.4_40chol_out.pdbqt
candidate,19.1,40chol,8,-5.461,13.741,15.492,1.934,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.481,C:\TRKB_WP2\docking\results_batch\40chol\19.1_40chol_out.pdbqt
candidate,19.2,40chol,10,-5.021,2.063,4.307,2.582,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.846,C:\TRKB_WP2\docking\results_batch\40chol\19.2_40chol_out.pdbqt
candidate,2.1,40chol,3,-5.311,2.149,4.206,2.677,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,2,2,15.508,C:\TRKB_WP2\docking\results_batch\40chol\2.1_40chol_out.pdbqt
candidate,2.2,40chol,2,-5.547,0.908,1.772,2.496,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.398,C:\TRKB_WP2\docking\results_batch\40chol\2.2_40chol_out.pdbqt
candidate,2.3,40chol,2,-5.309,1.926,3.245,2.983,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.014,C:\TRKB_WP2\docking\results_batch\40chol\2.3_40chol_out.pdbqt
candidate,2.4,40chol,5,-5.023,1.748,2.698,2.626,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,2,2,15.235,C:\TRKB_WP2\docking\results_batch\40chol\2.4_40chol_out.pdbqt
candidate,20.1,40chol,6,-4.805,2.777,4.492,2.552,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.639,C:\TRKB_WP2\docking\results_batch\40chol\20.1_40chol_out.pdbqt
candidate,20.2,40chol,1,-5.172,0.0,0.0,2.686,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.966,C:\TRKB_WP2\docking\results_batch\40chol\20.2_40chol_out.pdbqt
candidate,20.3,40chol,4,-5.096,2.876,3.914,1.799,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.156,C:\TRKB_WP2\docking\results_batch\40chol\20.3_40chol_out.pdbqt
candidate,20.4,40chol,5,-5.09,3.191,4.702,2.836,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.839,C:\TRKB_WP2\docking\results_batch\40chol\20.4_40chol_out.pdbqt
candidate,3.1,40chol,4,-5.162,3.278,5.934,2.715,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.947,C:\TRKB_WP2\docking\results_batch\40chol\3.1_40chol_out.pdbqt
candidate,3.2,40chol,1,-5.607,0.0,0.0,2.254,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.531,C:\TRKB_WP2\docking\results_batch\40chol\3.2_40chol_out.pdbqt
candidate,4.1,40chol,4,-5.227,3.841,6.861,2.133,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.187,C:\TRKB_WP2\docking\results_batch\40chol\4.1_40chol_out.pdbqt
candidate,4.2,40chol,3,-5.207,4.705,7.171,2.323,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,2,2,15.51,C:\TRKB_WP2\docking\results_batch\40chol\4.2_40chol_out.pdbqt
candidate,4.3,40chol,2,-5.556,1.591,2.208,2.938,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.275,C:\TRKB_WP2\docking\results_batch\40chol\4.3_40chol_out.pdbqt
candidate,4.4,40chol,6,-5.226,3.408,5.158,2.841,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.974,C:\TRKB_WP2\docking\results_batch\40chol\4.4_40chol_out.pdbqt
candidate,5.1,40chol,7,-4.661,13.549,15.318,2.468,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.521,C:\TRKB_WP2\docking\results_batch\40chol\5.1_40chol_out.pdbqt
candidate,5.2,40chol,2,-5.454,0.989,1.948,2.495,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.306,C:\TRKB_WP2\docking\results_batch\40chol\5.2_40chol_out.pdbqt
candidate,5.3,40chol,8,-4.875,3.329,6.326,2.815,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.631,C:\TRKB_WP2\docking\results_batch\40chol\5.3_40chol_out.pdbqt
candidate,5.4,40chol,8,-4.742,2.241,4.778,3.133,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.402,C:\TRKB_WP2\docking\results_batch\40chol\5.4_40chol_out.pdbqt
candidate,6.1,40chol,7,-5.198,2.81,5.317,2.85,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.943,C:\TRKB_WP2\docking\results_batch\40chol\6.1_40chol_out.pdbqt
candidate,6.2,40chol,4,-5.573,2.297,5.231,3.124,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.236,C:\TRKB_WP2\docking\results_batch\40chol\6.2_40chol_out.pdbqt
candidate,7.1,40chol,5,-5.205,3.408,5.638,2.397,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.086,C:\TRKB_WP2\docking\results_batch\40chol\7.1_40chol_out.pdbqt
candidate,7.2,40chol,1,-5.624,0.0,0.0,2.491,2,TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,1,2,13.277,C:\TRKB_WP2\docking\results_batch\40chol\7.2_40chol_out.pdbqt
candidate,7.3,40chol,7,-4.503,3.037,4.715,2.227,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.435,C:\TRKB_WP2\docking\results_batch\40chol\7.3_40chol_out.pdbqt
candidate,7.4,40chol,9,-4.896,4.263,5.853,2.215,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.832,C:\TRKB_WP2\docking\results_batch\40chol\7.4_40chol_out.pdbqt
candidate,8.1,40chol,1,-5.857,0.0,0.0,2.899,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.587,C:\TRKB_WP2\docking\results_batch\40chol\8.1_40chol_out.pdbqt
candidate,8.2,40chol,5,-5.341,1.756,5.9,2.771,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.11,C:\TRKB_WP2\docking\results_batch\40chol\8.2_40chol_out.pdbqt
candidate,8.3,40chol,5,-5.236,2.255,5.868,2.601,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.056,C:\TRKB_WP2\docking\results_batch\40chol\8.3_40chol_out.pdbqt
candidate,8.4,40chol,7,-5.179,15.524,17.71,2.335,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.079,C:\TRKB_WP2\docking\results_batch\40chol\8.4_40chol_out.pdbqt
candidate,9.1,40chol,5,-5.141,2.178,5.752,2.555,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.975,C:\TRKB_WP2\docking\results_batch\40chol\9.1_40chol_out.pdbqt
candidate,9.2,40chol,2,-5.429,2.014,5.754,2.948,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.145,C:\TRKB_WP2\docking\results_batch\40chol\9.2_40chol_out.pdbqt
reference,CPZ,20chol,3,-4.735,14.67,16.767,2.688,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.529,C:\TRKB_WP2\docking\reference\results\20chol\CPZ_20chol_out.pdbqt
reference,DPH,20chol,5,-4.706,12.377,14.099,1.669,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.805,C:\TRKB_WP2\docking\reference\results\20chol\DPH_20chol_out.pdbqt
reference,FLX_R,20chol,5,-5.32,5.038,7.497,1.9,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,16.35,C:\TRKB_WP2\docking\reference\results\20chol\FLX_R_20chol_out.pdbqt
reference,FLX_S,20chol,8,-5.27,11.732,12.777,1.919,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.294,C:\TRKB_WP2\docking\reference\results\20chol\FLX_S_20chol_out.pdbqt
reference,HNK_RR,20chol,2,-4.866,17.065,18.42,2.46,3,SER20_chainA;TYR13_chainB;VAL17_chainB,4,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainB,2,2,15.128,C:\TRKB_WP2\docking\reference\results\20chol\HNK_RR_20chol_out.pdbqt
reference,HNK_SS,20chol,8,-4.218,13.3,14.234,2.245,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.145,C:\TRKB_WP2\docking\reference\results\20chol\HNK_SS_20chol_out.pdbqt
reference,IMI,20chol,4,-4.736,15.481,16.898,1.722,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.819,C:\TRKB_WP2\docking\reference\results\20chol\IMI_20chol_out.pdbqt
reference,ISO,20chol,2,-4.239,14.545,17.157,2.046,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.225,C:\TRKB_WP2\docking\reference\results\20chol\ISO_20chol_out.pdbqt
reference,KET_R,20chol,1,-4.615,0.0,0.0,2.24,2,SER20_chainA;VAL17_chainB,4,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainB,2,2,14.143,C:\TRKB_WP2\docking\reference\results\20chol\KET_R_20chol_out.pdbqt
reference,KET_S,20chol,8,-4.358,15.535,17.409,1.829,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.409,C:\TRKB_WP2\docking\reference\results\20chol\KET_S_20chol_out.pdbqt
reference,MOC,20chol,2,-4.893,14.281,16.984,2.125,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.855,C:\TRKB_WP2\docking\reference\results\20chol\MOC_20chol_out.pdbqt
reference,VEN,20chol,2,-4.438,1.898,3.812,1.77,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainA;SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.507,C:\TRKB_WP2\docking\reference\results\20chol\VEN_20chol_out.pdbqt
reference,CPZ,40chol,1,-5.214,0.0,0.0,2.759,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.986,C:\TRKB_WP2\docking\reference\results\40chol\CPZ_40chol_out.pdbqt
reference,DPH,40chol,9,-5.335,3.351,5.884,2.759,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.107,C:\TRKB_WP2\docking\reference\results\40chol\DPH_40chol_out.pdbqt
reference,FLX_R,40chol,6,-5.142,6.235,8.535,2.403,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,16.021,C:\TRKB_WP2\docking\reference\results\40chol\FLX_R_40chol_out.pdbqt
reference,FLX_S,40chol,3,-5.561,4.365,7.011,2.445,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,15.828,C:\TRKB_WP2\docking\reference\results\40chol\FLX_S_40chol_out.pdbqt
reference,HNK_RR,40chol,6,-4.764,3.047,4.924,2.653,2,TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,1,2,13.568,C:\TRKB_WP2\docking\reference\results\40chol\HNK_RR_40chol_out.pdbqt
reference,HNK_SS,40chol,1,-5.403,0.0,0.0,3.073,2,TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,1,2,14.081,C:\TRKB_WP2\docking\reference\results\40chol\HNK_SS_40chol_out.pdbqt
reference,IMI,40chol,1,-6.253,0.0,0.0,2.802,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,16.412,C:\TRKB_WP2\docking\reference\results\40chol\IMI_40chol_out.pdbqt
reference,ISO,40chol,7,-4.236,3.165,6.667,2.133,3,SER20_chainB;TYR13_chainA;VAL17_chainA,6,SER20_chainA;SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.796,C:\TRKB_WP2\docking\reference\results\40chol\ISO_40chol_out.pdbqt
reference,KET_R,40chol,9,-4.543,2.248,3.48,2.367,2,TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,1,2,13.433,C:\TRKB_WP2\docking\reference\results\40chol\KET_R_40chol_out.pdbqt
reference,KET_S,40chol,10,-4.008,16.287,17.552,1.884,2,SER20_chainA;VAL17_chainB,3,SER20_chainA;SER20_chainB;VAL17_chainB,2,2,13.043,C:\TRKB_WP2\docking\reference\results\40chol\KET_S_40chol_out.pdbqt
reference,MOC,40chol,3,-4.872,4.601,8.344,2.7,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.662,C:\TRKB_WP2\docking\reference\results\40chol\MOC_40chol_out.pdbqt
reference,VEN,40chol,4,-4.617,2.233,6.002,2.648,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,15.423,C:\TRKB_WP2\docking\reference\results\40chol\VEN_40chol_out.pdbqt
